line_1,line_2,line_3,source
crow song,no desire,to please,herons_nest
frost on the fields,the truck hauling pigs,turns off the main road,herons_nest
last spring's nest,fills with snow,mother's hand resting in mine,herons_nest
thanksgiving,what were my parting words,to my mother,herons_nest
frost shadow—,part of me untouched,by dad's death,herons_nest
autumn wind,the shared custody,of leaves,herons_nest
Black Friday...,the automatic shuffle,of holiday songs,herons_nest
cows doing,about the same,giving Tuesday,herons_nest
baking cookies—,vines on the trellis,sprinkled with snow,herons_nest
last year's wax,on the menorah,winter rain,herons_nest
winter triage,just a few plants,invited inside,herons_nest
lights out—,the hamster wheel,squeaks a lullaby,herons_nest
longest night,the hoarder's pile,of darkness,herons_nest
visit over,the toy train carefully,uncoupled,herons_nest
each coat peg made,for the snow's weight,shaker village,herons_nest
both wipers,dragging leaves,january blues,herons_nest
years in exile,the lingering scent,of homemade tea,herons_nest
ground frost,the crunch,of cinnamon toast,herons_nest
sweet dough,rising on the hearth,a just-because kiss,herons_nest
the chef's knife,thins a whitefish,winter light,herons_nest
winter night—,the white noise,of my cat,herons_nest
embedded,in dark matter—,winter galaxy,herons_nest
snowy owl,I'll leave this world,alone,herons_nest
winter depression,one blade of grass,poking through,herons_nest
winter solitude,the reheated soup,thickens,herons_nest
worn cardigan,a bowl of bean soup,for one,herons_nest
two eggs dancing,in a whistling pot—,lonely winter evening,herons_nest
snowed in,my son and I build,a Lego rocket,herons_nest
winter clouds...,in my pocket,a rock worn smooth,herons_nest
winter dusk,a sliver of the moon,for comfort,herons_nest
gyrfalcon,the icy glare,of the cliff face,herons_nest
snowbird condo,he used to be,someone,herons_nest
Valentine's Day,my affair,with sugar,herons_nest
withering wind,on the street where I live,another widow,herons_nest
the know-how,of nowhere,tundra wind,herons_nest
false spring,the promotion,without a raise,herons_nest
borrowed book,a rust stain,where the paperclip was,herons_nest
stable door,the mare's muzzle rests,on my shoulder,herons_nest
on her wrist,a bead of warm milk,winter moon,herons_nest
snow melt,a trickle of caribou,comes to an end,herons_nest
spring winds—,the falcon's eye,black to the core,herons_nest
a frown,in every puddle,March wind,herons_nest
steady rain,might as well,keep walking,herons_nest
hazy moon,I consent,to the use of cookies,herons_nest
dandelions,the talk of another,mass extinction,herons_nest
early haze,a forecast of heat,in the starling's rattle,herons_nest
the darkness,shrinking into me,...sunrise,herons_nest
moment of silence,a quarter twist,of the crow's head,herons_nest
sidewalk mica,âmemories âa little brighterâ,in winter light,herons_nest
old hymnsâ,posts and beams,intertwined,herons_nest
bookstore cafÃ©,finding my voice,in the babel,herons_nest
a jukebox nickelâ,mom's lipstick on a crushed,cigarette,herons_nest
a thistle's tip,crumbles easily,winter cemetery,herons_nest
whispering,in the red fox's ear,snowflake,herons_nest
sub-zero,the soft chatter,of ice-clad branches,herons_nest
long garlic germ,between my fingers,end of winter,herons_nest
each maple,at its own pace,lengthening days,herons_nest
first crocus,last Christmas napkin,under my mug of tea,herons_nest
frompuddle,topuddle...,street lamps,herons_nest
falling plum blossoms...,the nightingale now singing,for another tree,herons_nest
crabapple stump,every sucker,in bloom,herons_nest
a bud,with no bumblebeeâ,the sleeping infant,herons_nest
spring girls,the boys rear,their bikes,herons_nest
tardy bus,a bee landing on,my painted nail,herons_nest
spring sun,the shadow of a petal,on a petal,herons_nest
The final hymn,pushing through open windows,fragrance of lilacs,herons_nest
water music,an otter,slips in,herons_nest
beyond the gate,with white paint peeling,the summer sea,herons_nest
shimmer,what herring make,of ocean and sunlight,herons_nest
fragments of a dream,the rattle of stones,in a receding wave,herons_nest
tide pool,the searchable world,we live in,herons_nest
parade's end,a trombone,outside the portaloo,herons_nest
a screen door's bang,flies on a melon,lift and settle,herons_nest
graveyard shift,a shark-tank cleaner slipping,into chain mail,herons_nest
roadside,books,in a fish tank,herons_nest
four-way stop,everyone yields,to the tumbleweed,herons_nest
paddleboat,the in-laws,switch sides,herons_nest
jet boat,a river cut,white,herons_nest
mossy wall,the fear that father,put in me,herons_nest
fading light,Sunday boats,thread the inlet,herons_nest
estuarine marsh,a gharial glides over,its own footprints,herons_nest
wheeling gulls...,the crooked path,to the shipwreck,herons_nest
river bus,somebody always,waves back,herons_nest
distant hill,a swallowtail butterfly,obscures the view,herons_nest
ripening wheat,the broodmare's belly,ripples,herons_nest
prayer flags,the coming and going,of El NiÃ±o,herons_nest
high tide,the heron's easy balance,on the last rock,herons_nest
summer afternoon,the faint breeze,of my baby's breath,herons_nest
alone by the river,the one flat stone,that feels right,herons_nest
mallard ducklingsâ,from the riverbank,a scent of fennel,herons_nest
blink of an eye,the distance between,a finch and my cat,herons_nest
crossing the line,between maybe and yes,double rainbow,herons_nest
beachside bench,my breath slowing,to the waves' rhythm,herons_nest
rain riffled garden,rimmed with marigolds,her storybook lion,herons_nest
filled with Cezanne's,shadows and light,a fresh-picked pear,herons_nest
scent of lemongrass...,her finger traces,the Milky Way,herons_nest
full moon,the pontoon shifting,with the tide,herons_nest
midnight,the sunflowers,still facing west,herons_nest
Onawa Lake,a selfie,with the stars,herons_nest
holding still,hoping to see what's here,when I'm not,herons_nest
family secrets,a moss-covered stonewall,in the deep woods,herons_nest
seashell collection,Gran whispers the name,of the child she lost,herons_nest
brown mimosa pod,a secret,yet to be shared,herons_nest
power outage,a snail shell,in the letterbox,herons_nest
end of summer,teaching kids to count,from lightning to thunder,herons_nest
star shower,the same wish over,and over again,herons_nest
old temple...,the deity wrapped,in spider silk,herons_nest
leaving by train,for the last time,raindrops on the Oder,herons_nest
ducks on the river,the green air,dizzy with dragonflies,herons_nest
ripe apple,warm to the touchâ,summer's end,herons_nest
hemlock lean,portioning,an evening,herons_nest
night crickets,the rescue dog,unleashed,herons_nest
rock shelter,a shepherd's song,sings back to him,herons_nest
dense fogâ,the light of a lighthouse,fading in the sea,herons_nest
movement of stars,the golden wattle blossom,lit by the moon,herons_nest
northerly wind,the runes of gulls' footprints,in the damp sand,herons_nest
night shift,the passage of the moon,from window to window,herons_nest
long rainâ,lost in thought,I grow older,herons_nest
tenth year commutingâ,still I spot a weathered house,in the distant field,herons_nest
Indian summer,festival flags,limp on their lines,herons_nest
the ruddy legs,of the practice squad,fall rain,herons_nest
the bowed bench,of the picnic table,autumn leaves,herons_nest
after the fox,twice blighted,tomatoes,herons_nest
all that's left,of the evening,pumpkin soup,herons_nest
twilight dusk...,the course of starlings,into stars,herons_nest
suburban darkness,only the rumble,of garbage can wheels,herons_nest
Hoot of an owl...,Poe,by flashlight.,herons_nest
chill morning,the apple-tree magpie,fluffs its chest,herons_nest
the softness,of a gunshot,opening day fog,herons_nest
constant rainâ,I can smell,the grey of my horse,herons_nest
grey afternoon,the amber eyes,of nobody's cat,herons_nest
silent night,carolers wrapped,by their own fog,herons_nest
evening shadows,she grows tired,of snow angels,herons_nest
how my signature,trails off,funeral guestbook,herons_nest
tea,all the time,it takes,herons_nest
sleepless night,the silent shuffle of cards,on the touchscreen,herons_nest
not one dog,answers the siren,...deep winter,herons_nest
cogwheel train belching smoke,up a mountain passâ,speckled snow,herons_nest
caribou block the road,my husky sings,an ice-age song,herons_nest
the bright edge,of a falling axe...,low winter sun,herons_nest
quiet day...,I add nothing to,the ramen pack,herons_nest
sculpture park,every raven,a critic,herons_nest
the night rainâ,another dream,I don't remember,herons_nest
winter grass,the neither here nor there,of walking in the rain,herons_nest
fields still dark...,the farmer warms his hands,on a cow's flank,herons_nest
spring morning,the basket of clean socks,all pair up,herons_nest
mist all day,living only,in the foreground,herons_nest
an eastern breeze,meets a westernâ,mating ducks,herons_nest
broad daylight,in the hawk's talons,a Park Ave pigeon,herons_nest
dragon kite,the boy rides a dive,in a gusty wind,herons_nest
pregnant daughter,a muscle of minnows,changing the current,herons_nest
white wisteriaâ,honeybees,queue at the hive,herons_nest
last ship off the island,the nun hoeing vegetables,briefly looks up,herons_nest
nightfall,the scent of lilac,between raindrops,herons_nest
Tea by the windowsteam and our words pass,through the screen,,herons_nest
African summerelephants trumpet,in the dusty plains,,herons_nest
diving,into the color of watersummer shadow,,herons_nest
an afternoon of small talk,sunflowers turn their heads,,herons_nest
alone on the water,I hang on to what's leftof the light,,herons_nest
it begins...,a galaxy of dust motes,in the projector's beam,herons_nest
a wing,in each world,thestingraybreaksthesurface,herons_nest
the soundof meltwater,wood frogs,,herons_nest
her fairy tale,in first person,spring rain,herons_nest
egg moon,the Emu's contours,engraved in stone,herons_nest
a wren's small talk,after the clamour of corellas,,herons_nest
summer storm,a clothespin bag bobs,on the line,herons_nest
November morning—,the barn's shadow meets,thefrostlineinthemeadow,herons_nest
rainy road trip,the wiper's metronome,state to state,herons_nest
Manzanar—,a butterfly's wing,beneath the millstone,herons_nest
leavingtheirechoesringing,woodpeckers debugging,boards in the barn,herons_nest
sea cave,the thoughts I keep,inviting back,herons_nest
incoming tide,the lullabies my mother,learned from her mother,herons_nest
those evenings,whenripenessisjustreaching,the pits of plums,herons_nest
a cool mist rises,fromtheoldhorse'sback—,the last tourist leaves,herons_nest
Tarp-covered yacht,the longer shadows,of a fake owl,herons_nest
the sea,with the final say,widow's walk,herons_nest
in the curves,of an alto sax,Amazing Grace,herons_nest
thinking about how,language is made—,the cold crow's carrr,herons_nest
leaf raking,the swish-swish,of corduroy,herons_nest
Mars landing—,the crunch of dry leaves,to her doorstep,herons_nest
only one small,Darth Vader,I start on the Milky Ways,herons_nest
first snow,a stranger at,my parents' grave,herons_nest
wrapped in headlines,once a year our angel,comes out of hiding,herons_nest
holiday cleanup,putting the last spoon,to rest,herons_nest
just for a moment,sun,on the cut flowers,herons_nest
here for me,on a winter night,the kitchen chair,herons_nest
a bat,slips into a crack,Orion rising,herons_nest
blizzard,the last toothpick tops,the tower,herons_nest
fox tracks . . .,who was I before,I was tamed?,herons_nest
above the clamor,of starlings,...star stream,herons_nest
old pond ice,stirred by spring wind,osprey feathers,herons_nest
morning drizzle,thecrescentofdrypavement,beneath the pinecone,herons_nest
waxing moon,first star flowers,unfurl,herons_nest
Walpurgisnacht,a nuthatch enters,the scots pine,herons_nest
new neighbors,dandelion seeds,flying over my fence,herons_nest
shimmering heat...,the satin bowerbird,tends his blue décor,herons_nest
overnight showers—,a stray dog sipping,the sunshine,herons_nest
dozy afternoon...,the bangle-seller's call,the length of an alley,herons_nest
little black dress—,I squeeze her lipstick,into my cummerbund,herons_nest
gathering the night,around itself,whippoorwill,herons_nest
stargazing,my fingers,grasping sand,herons_nest
buzzing neon—,the way he talks,about New York,herons_nest
withered fields—,the pulsing of,a lone glow worm,herons_nest
God of Abraham,...walking rain,into the sunflowers,herons_nest
stillness...,the sound of dusk,washing ashore,herons_nest
driftwood,the knothole catches,a drop of rain,herons_nest
bare soles,on cold blacktop,jackal moon,herons_nest
glow of light,from the hilltop hut—,shooting star,herons_nest
fairground music,a yellow-legged gull,rides the wind,herons_nest
short summer,a swim suit,frozen to the porch rail,herons_nest
September morning,again my breath rises,to an open sky,herons_nest
outer space,limbs of the bare oak reach,the farthest stars,herons_nest
dressed for church,the perfume,of the garden,herons_nest
yellow raincoats,farm workers picking,the last of the peppers,herons_nest
springjoy,a twig dropped from the bridge,floats to the other side,herons_nest
my son noticing . . .,the attention i pay,to butterflies,herons_nest
gray morning,a spider drags its catch,along the eaves,herons_nest
some of the blackness,into the lake at twilightâ,a bat's reflection,herons_nest
summer morning,the old dog seems to know,the length of his leash,herons_nest
forest road,two cars pass into,each other's dust,herons_nest
warm rain:,a dragonfly shedding,its wingless skin,herons_nest
quiet before dawn,in the first sip of coffee,taste of ocean fog,herons_nest
moonless night,among forest ferns,glowworms,herons_nest
my shadow mixed,with the shadow of a bay,âthe scent of heat,herons_nest
summer lethargy,a squirrel's slow descent,through the pine,herons_nest
goose down on the lake,blowing into water weedsâ,my brother's business,herons_nest
Unpainted fence,the blueness,of morning glories,herons_nest
