line_1,line_2,line_3,source
first morning,the marks of a moth,in old laundry,tempslibre
a lamb's cry,scudding clouds over,the cemetery wall,tempslibre
train whistle,a blackbird hops,along its notes,tempslibre
the moon is broken,Battersea Power Station,from a train window,tempslibre
Valentine's Day,my wife reads up,on Henry VIII,tempslibre
zombie debt-,the practised slice,of a bread knife,tempslibre
lullaby of rain,another pinch of saffron,in the pumpkin soup,tempslibre
woodfire,flickering in the silence,corralled horses ,tempslibre
thunder snow,the wind-shifting scent,of fox,tempslibre
Gare du Nord,the slow change of snow,on fake fur,tempslibre
fighting illness-,the darkness before the light,of the new year,tempslibre
bag of beer,snail trails leave it,from all directions,tempslibre
sunday lunch,the chatter of children,among hard drinkers,tempslibre
the night train passes,along the mountain trail,garlic snores,tempslibre
the rain,almost a friend,this funeral,tempslibre
tired new mom -,brown leaves,falling from the green trees,tempslibre
baby's got two months,"in the forest, all is new",to my eyes ,tempslibre
curly morning clouds,half round,the moon and me ,tempslibre
my childhood room,slow movements of the ladybug,covered in dust! ,tempslibre
sunny spell,so sensual the necks,of daffodils,tempslibre
how can he love so much?,warm evening light,on the waving dog's tail,tempslibre
frosty grass,the horse's neck already,in the sun,tempslibre
April thunderstorm,at the feet of the statues of queens of France,flowers of chestnut trees,tempslibre
October full moon,on the rails --,hot wind,tempslibre
a child scan,the mutilated face --,sound of crate,tempslibre
silence,the moon breaks through,the firework smoke,tempslibre
another test,another doctor visit,long winter nights,tempslibre
two moons,on August 27th,Mother's birthdate,tempslibre
saw grass--,bluebottles teeming,on a white skull,tempslibre
late afternoon--,the first cow,heads to the barn,tempslibre
porn shop-,the graying clerk reads,Hegel,tempslibre
cold snap-,her pause before,each tulip,tempslibre
Coltrane,two floors up...floats,out a window,tempslibre
her hair,brushed with moonlight...,forty years ago,tempslibre
molten by a morning sun,frozen cranes take wing,one by one,tempslibre
not breathing,Japanese cranes,pausing in the snow,tempslibre
a hundred thousand spectators,three laureates,a moth,tempslibre
flooded paddies,floating rice shoots -,relentless rain,tempslibre
unmown grass,in the cemetery -,lighting bugs,tempslibre
the colour of wind,through pine trees,must be blue,tempslibre
lighthouse,above the sound,silence,tempslibre
cancer ward -,a yellow woman,applies lipstick,tempslibre
mother daughter,lunch,storm and thunder,tempslibre
laundry encounter,a plastic shark,falls out of a bath towel,tempslibre
'seven samurai' *,half the village burning,while my son makes popcorn,tempslibre
wild fires,in the mist,the ashes,tempslibre
grandfather's grave,just another stone,for the dragonfly,tempslibre
a sleepless hour,first the geese,then the train,tempslibre
fall clock,the deer by the pond,an hour earlier,tempslibre
morning troubles,it starts with a dead cricket,in the spider web,tempslibre
cotton fields,the only white left,is the snow,tempslibre
half moon,mom's birthday,without mom,tempslibre
eclipse,the path of the sun,blocked by billboards,tempslibre
ring around the moon,I remember parts,of a nursery rhyme,tempslibre
empty bleachers,a late night fog,takes the field,tempslibre
butterfly on the windshield,another journey,incomplete,tempslibre
early summer,the ice cream truck,makes another round,tempslibre
old cottonfields,a long time,between snows,tempslibre
harmonica player,he cups the cold,in his hands,tempslibre
our anniversary,so many candle flames,in the mirror,tempslibre
new gravesite,the persistent taps,of a woodpecker,tempslibre
emergency broadcast,we head for the storm cellar,with a bottle of wine,tempslibre
late spring,each clock in the house,shows a different time,tempslibre
leaving home,the warmth still inside,my freshly ironed shirt,tempslibre
gray drizzle,for miles and miles,this road I'm on,tempslibre
liberty market,one free pickle,from the barrel,tempslibre
christmas album,every year he wears,the same flannel shirt,tempslibre
murmur of rain,hard to catch the words,when he talks in his sleep,tempslibre
moonless night,a spoonful of darkness,stirring my tea,tempslibre
bullfrog chorus,one a little louder,than the rest,tempslibre
failed copy,the real iris bluer,than the photograph,tempslibre
sad news,the blur of reading,through tears,tempslibre
summer haze,the thin gauze,of her white dress,tempslibre
pale legs,under a white moon~,shivering aspen,tempslibre
beach house,a bit of sand,in my tea,tempslibre
dark lamp shade--,squinting her eyes in low light,to read your letter,tempslibre
tuesday sunrise,spilling grains of sugar,in my black tea,tempslibre
bitter quarrel,the lingering taste,of too many aspirin,tempslibre
last train,a woman's scent ,in a lost scarf,tempslibre
cello music,cold creeps under,the kitchen door,tempslibre
prairie motel,from my window,stars and fireflies ,tempslibre
derelict factory --,the aerator is still running,for nobody,tempslibre
after the wave ---,the grade crossing rings,for nobody,tempslibre
ginger hair on the mud ,all that remains ,of a fox dream ,tempslibre
curfew ----,advertising signs,for nobody,tempslibre
autumn storm --,the moth,stuck at the window,tempslibre
glances ...,across the river,the heron and me,tempslibre
autumn night --,the animal cried a long time,in the garden,tempslibre
endless rain,the blue of the pool,useless,tempslibre
traffic jam,high in the sky,a heron flies by,tempslibre
autumn storm,in the computer room,servers purr,tempslibre
drizzle this morning,islands drowned in the mist,red lights of the bridge,tempslibre
warm rain,"smells of tar, dirt,",and snails,tempslibre
a dew drop ,full ,of autumn light,tempslibre
heavy leaves,in the evening rain,heaps of darkness,tempslibre
air-raid alarm --,traffic lights are working,for no one,tempslibre
persimmon tree,mallards drink in,its reflection,tempslibre
migratory pelicans...,the pollster presses,for an opinion,tempslibre
crescent moon,a young mockingbird,with its one song,tempslibre
fever dream,a bird chirps the refrain,from the latin mass,tempslibre
first frost,another wish,goes on their list,tempslibre
first frost,why did I never,plant evergreens?,tempslibre
harvest days--,a fat toad,leaves the garden,tempslibre
the coming rain-- ,bird calls echo ,along the creek,tempslibre
early spring,pallets of fertilizer,on the loading dock,tempslibre
steeping tea--,no more or less,of the thin snow,tempslibre
first snow--,a dusting of flour,in the cake pans,tempslibre
cinco de mayo--,I walk downhill to watch,the moon rise again,tempslibre
spring storm--,overripe bananas,in the kitchen,tempslibre
evening thunder--,robin calls echo,across the park,tempslibre
the barn doors open--,dry leaves sweep,into the muddy yard,tempslibre
passing monarchs --,a few leaves flutter,to the road,tempslibre
cicadas,at twilight,finally it rains,tempslibre
summer's end,an orange sunset,crayoned on the wall,tempslibre
evening walk,same flickering glow,house to house,tempslibre
between Lake Erie,and the nuclear station,fireflies,tempslibre
the whole sky,for the Sunday painter,-- before thunderstorm,tempslibre
Ancient book,History of allergies,Sneezes,tempslibre
Hypermarket,at the perfume counter,Smell of leek,tempslibre
Carnival,Met in the stairs,Spiderman,tempslibre
broken bus shelter,the top model escapes,glass splinters,tempslibre
Armistice,He polishes the lion,of bronze,tempslibre
Restauration,brought back from Versailles,Nail in soles,tempslibre
no more war,two fighting beetles,on a tombstone,tempslibre
near the wall,of the cemetery,a condom,tempslibre
during the vigil,a withered flower,on the tiled floor,tempslibre
a gull gliding,out of the cloud's shadow -,suddenly white,tempslibre
freight train,a load of snow,going south,tempslibre
a chill ~,just before the drizzle,wind chime notes,tempslibre
rail track,amidst the corn fields,bisected infinity,tempslibre
chasing bubbles,near the floating moon,a paper boat,tempslibre
dusty haze,at the sunrise time ,a yellow rose,tempslibre
daylight,in the winter haze,a faint birdsong,tempslibre
morning fog,my new dahlias too,look so faded ,tempslibre
apple slices-,our last words,in the knife's blade,tempslibre
The New Millenium,brought to my window,two new icycles,tempslibre
concert under the stars --,a drop of sweat lost,in her décolletage,tempslibre
apple harvest,how my hands,have ripened,tempslibre
autumn melancholy,the click of mahjong tiles,from the computer,tempslibre
May clouds,new names and dates,in the family book,tempslibre
apricot blossoms,the birth of our first,granddaughter,tempslibre
blades of grass,between the flagstones ...,Easter afternoon ,tempslibre
Monday moon,the bent backs,of rice farmers,tempslibre
spring morning,finding an old flame,on Facebook,tempslibre
summer traffic,"four cars, a tractor",and the full moon,tempslibre
winter night,too many stars,above Gaza,tempslibre
wall-to-wall clouds,and the hum of flies,summer dust,tempslibre
dead-end road,at the edge of the field,a new-born calf,tempslibre
harvest moon,the sound of women,pounding rice,tempslibre
winter evening,a teacup of mint,and moon,tempslibre
half moon,on the river the sound,of cracking ice,tempslibre
falling snow ...,she brings his urn closer,to the window,tempslibre
attractive,even in red,an oak leaf,tempslibre
autumn mist...,what is she doing now,my mother?,tempslibre
September rain ...,unaware of any pain,a peach falls,tempslibre
old temple,but all my prayers,are new,tempslibre
murmurings,in the old temple,summer wind,tempslibre
summer rain ...,drinking tea to the cadence,of falling leaves,tempslibre
warm afternoon,a fly with nowhere,to go,tempslibre
flat moon ...,an aspirine tablet and a,glass of water,tempslibre
the teacup,as empty as,my evening,tempslibre
a teacup,to fill,my afternoon,tempslibre
my day,measured out,in teaspoons,tempslibre
November moon,the last ball of cheese,in the fridge,tempslibre
Those stars.,No more fish,in the bay.,tempslibre
harvest moon,i gather my thoughts,for winter,tempslibre
first spring snow,I release my soul in,my first yoga class,tempslibre
free floating,a tide full of shell fragments,and fireworks ,tempslibre
morning glories,find their way to the sun,on barbed wire,tempslibre
at half-mast,a butterfly passes by,the still flag,tempslibre
empty sky,she turns love letters,into wings,tempslibre
in winter's wind,the call of a friend,who now has cancer,tempslibre
a tempting feast... ,taking a first bite,the blue bottle,tempslibre
moon song,grandma sings the baby,a first lullaby,tempslibre
cold dew...,in the care home,blank stares,tempslibre
playing tag,around the lavender bush,three white butterflies,tempslibre
jubilee picnic,two sugars in the tea,and rain drops,tempslibre
morning sun,its reach through barbed wire,wild roses ,tempslibre
wild forget-me-not,mother cannot recall,her daughter's name,tempslibre
may wedding,taking the first bite,of a sugar rose,tempslibre
news boots,crushing old stones,Ukraine streets,tempslibre
nearly winter,the boston ivy extends,into chimney smoke,tempslibre
morning mist,in the distance,the loon's cry,tempslibre
in the mirror,that knowing look,just like Mother's,tempslibre
tin roofed barn,through its unglazed windows,a travel of ivy,tempslibre
forty year romance,she reminds him to buy,a valentine's card,tempslibre
cloudless sky... ,on a wire fence,sheep's wool,tempslibre
heavy rain,the constancy,of your hand,tempslibre
scented air... ,outside the barbed wire,deer and cow parsley ,tempslibre
sunrise,the orange glow,of birdsong,tempslibre
the old quarry,blooms Fire Weed,out of rubble,tempslibre
sheltered from the wind,in granite fissures,coltsfoot,tempslibre
isolation,the Hawthorn tree,flowers in silence,tempslibre
night rain,the steady drip ,of morphine,tempslibre
blossom...,the sound of birdsong,fills the silence,tempslibre
honeysuckle breeze,someone honks when,the light turns green,tempslibre
I wake beside,my daughter's sick bed,a howling dog,tempslibre
night of meteorites --,enjoying the sound of rain,instead,tempslibre
winter window,closed to the cold -,purple orchid,tempslibre
sunflowers in bloom ,white flags,marking bodies,tempslibre
Tonights light rainfall,Wraps me in soft silence,On my short walk home,tempslibre
biking downhill,an Amish girl with bonnet straps,clenched in her teeth,tempslibre
no wind,in the wheat,autumn equinox,tempslibre
my same walk,in reverse,autumn equinox,tempslibre
biking downhill,an Amish girl with bonnet straps ,clenched in her teeth ,tempslibre
Good Friday . . .,digging a grave,for this seed,tempslibre
tea for one . . .,the prolonged scream,of the kettle,tempslibre
Valentine's Day,a stock girl takes home,the petal-less orchid,tempslibre
the washing machine,wobbles across the room,winter solstice,tempslibre
only one side,of the conversation,cemetery walk,tempslibre
a letter addressed,to whom it may concern,cold moon,tempslibre
answers,just not easy ones,fall leaves,tempslibre
autumn equinox,laying her husband to rest,beside his first wife,tempslibre
just,a thin slice,Thanksgiving moon,tempslibre
summer solstice,at the end of the snail trail,the end of the snail,tempslibre
moonlight kiss,how long it takes to notice,the rain,tempslibre
Mother's Day,three bouquets,of emoji roses,tempslibre
weaving,through traffic . . .,two white butterflies,tempslibre
jury break . . . ,we free hollyhock seeds,in the courthouse garden,tempslibre
morning sun,a constellation of holes,in the rhubarb leaf,tempslibre
autumn equinox--,the snap,of a plumb line,tempslibre
forest bathing . . .,the scent of her,wildflower shampoo,tempslibre
field of poppies . . .,a light breeze,fans the flames,tempslibre
heavy air,the mango tree thick,with iguanas,tempslibre
book group . . .,the cat chooses,my lap,tempslibre
Perseids . . .,soft thuds here and there,in the orchard,tempslibre
gurgles ,through the baby monitor,first fireflies,tempslibre
honeysuckle breeze,in a circle of lowing,the newborn calf,tempslibre
back ,from the sea,this familiar rain,tempslibre
family photo,the blur of,the dog's tail,tempslibre
snow cover . . .,the remaining panels,of a greenhouse,tempslibre
new moon . . . ,the thud,of a walnut,tempslibre
Perseids . . . ,somewhere a cow,calls for her calf,tempslibre
summer solstice,unrolling dust,with the blinds,tempslibre
just beyond,the candle's reach . . .,fireflies,tempslibre
200 miles . . .,this plum blossom,on my windshield,tempslibre
winter solstice . . .,the reverse side,of the needlepoint,tempslibre
quietly joining,the conversation . . .,prairie stars,tempslibre
painted clouds . . .,the pause before,"answering ""fine""",tempslibre
after the stroke,only half,a smile,tempslibre
crossroads--,a spiderweb spans,both signs,tempslibre
open window,the promise,of purple clover,tempslibre
punctuating,a moonless night,the cries of geese,tempslibre
after our quarrel,the frog resumes,his croaking,tempslibre
leap day --,sitting on my suitcase,I make it fit,tempslibre
after,the kite festival . . . ,stars,tempslibre
poetry workshop --,men compare,fountain pens,tempslibre
Ides of March,celebrating the return,of buzzards,tempslibre
construction site —,even in the dark,the fragrance of lumber,tempslibre
finding my balance,in changing times . . .,autumn equinox,tempslibre
storm front!,up and down the street,mothers calling,tempslibre
from nowhere,to nowhere . . .,bridge in fog,tempslibre
family reunion,he flies to his homeland,to fight the invaders,tempslibre
waiting for the train . . .,the weight of the sun,on my back,tempslibre
early autumn,all night long,the crickets,tempslibre
three girls,in pastel raincoats,this blustery autumn day,tempslibre
"geraniums,",so red,in the weathered barrel,tempslibre
ice cream truck —,they abandon their castle,to the tide,tempslibre
nothing but a dumpster,and that brilliant azalea,blooming beside it,tempslibre
slowly,day to dusk...,fragrance of lilacs,tempslibre
factory whistle!,near freight tracks,the night shift,tempslibre
just cold enough,for puddles to freeze . . .,cubist moon,tempslibre
end of the line —,railway carriage,rusting on the tracks,tempslibre
fitful sleep —,a single bark in the dark,then silence,tempslibre
distant thunder,white curtains billow,in the dusk,tempslibre
they disregard,the No Trespassing sign!,violets,tempslibre
so much bigger,than its bottle —,essence of lavender,tempslibre
pond at dusk —,frogs and blackbirds,in conversation,tempslibre
child's paintbox —,every color untouched,except blue,tempslibre
radio dial . . .,trying to find,my youth,tempslibre
in the attic,an antique scale,weighing dust,tempslibre
middle of winter . . .,the fresh scent,of clean laundry,tempslibre
early autumn,a round orange leaf,curled on the pavement ,tempslibre
foggy morning . . .,blazing with bittersweet,the cemetery wall,tempslibre
leaden clouds . . .,the way the bare trees,support them,tempslibre
a whiff,of distant Coppertone,— sea breeze,tempslibre
writing I love you,in the pollen dust,on her windshield,tempslibre
even the memory,of winter is melted . . .,blazing summer day,tempslibre
empty lot . . .,and still those tulips,where once was a garden,tempslibre
summer solstice,the sun reaches the cobwebs,in the corner,tempslibre
pointing,every which way,cut tulips,tempslibre
riverside wedding —,the flower girl,picks a dandelion,tempslibre
Terrassengärten . . .,from a quiet corner,the sound of a zither,tempslibre
from nowhere,to nowhere . . .,bridge in fog,tempslibre
saffron smudges,in the evening sky . . . , birdsong,tempslibre
examinations ...,blank sheets as students,observe the falling leaves,tempslibre
marble moon ...,the staccato of high heels,at rush hour,tempslibre
sampling my husband's,home-made wine ...,autumn evening,tempslibre
stuck in traffic,dreaming of the monsoon,in a far-away land,tempslibre
at the window,the drumming of rain ...,I catch up on sleep,tempslibre
this morning the sun,a fried egg on a plate,of blue china,tempslibre
doves,on the TV antenna,war on TV,tempslibre
chirping birds --,the instant I press,the stop button,tempslibre
new year...,a magpie turns over,an old leaf,tempslibre
Morning tea ,"And darkness, waiting to hear ",Birdsong again,tempslibre
too soon the darkness,your last words lingering,in mist,tempslibre
moon and mist ~,night settles into silence,and white breath,tempslibre
my dead mother's voice,on the answering machine,. . . again and again . . .,tempslibre
summer sunset ~,the slow glide of a heron,into shadows,tempslibre
young girls in fog --,the fleet movement of hands,fluffing tobacco,tempslibre
Chechnya ~,blackened bones and ashes,smouldering,tempslibre
new leaves,pattered by rain . . .,cardinal song,tempslibre
first bright day,a daffodil left,in an open book,tempslibre
early spring,an urge to wear,pink lipstick,tempslibre
painted eggs —,the promises,you made,tempslibre
first date,the slow dance of tulips,in a vase,tempslibre
a plate of pancakes,glistening with syrup,spring moon,tempslibre
knitting on a beach,one blue wave laps,over another,tempslibre
long winter night,I show him my scar,in the shape of the moon,tempslibre
unkind words ,the sudden tightening,of mussel shells,tempslibre
heavy rain,finally he comes clean,about the lie,tempslibre
in a pile of old rubbish,how the rain gathers,the sky,tempslibre
deep winter,reading a dead friend's book,on alchemy,tempslibre
both feet slide,into the sky,frozen pavement,tempslibre
Milky Way,over a neolithic dig,the length of a breath,tempslibre
deep,into city streets,the call of seagulls,tempslibre
deep inside,the iris,summer rain ,tempslibre
wet hair drying,on a summer night,scent of the sea ,tempslibre
deleting ,my pregnancy app,autumn rain ,tempslibre
a girl at twilight,with a white balloon,moonrise,tempslibre
in the hammock,where we lay all summer,fallen leaves,tempslibre
Southend-on-Sea,freshly fried chips,on the salt air,tempslibre
moss,softens the wings,of stone angels,tempslibre
the silence,between us-,filled with sunlight,tempslibre
falling leaves more of the sky,,,tempslibre
moon on the wane,the sound of wings,at dusk,tempslibre
desert dream,the sound of foghorns,on the Solent,tempslibre
ageing skin,the warmth and softness,of a baked apple,tempslibre
open windows -,all the contrails,feathering,tempslibre
spring clarity,the local pub reveals,its old name,tempslibre
poetry books,banished to the bathroom -,spring cleaning,tempslibre
solar flare -,spring moon half-hidden,in the clouds,tempslibre
February rain -,the word 'spring',on the Scrabble board,tempslibre
February wind -,the word 'crocus',on the Scrabble board,tempslibre
sudden rainstorm,my place in another world,kept by a bookmark,tempslibre
Satie -,the rain,eases,tempslibre
Chinese market -,a row of small gold buddhas,share a smile,tempslibre
pension plans,the slow drone of a plane,coming in to land,tempslibre
strategic plan -,the sound of distant,foghorns,tempslibre
light rain -,water workers,dig a hole in the road,tempslibre
February sun -,a street light still on,in the daytime,tempslibre
the smell of varnish,lingers in the hall,like winter,tempslibre
Valentine's Day -,recycling,old gold,tempslibre
grey day,the only bright spot,a red traffic light,tempslibre
cold rain,the greengrocer stacks cabbages,on cabbages,tempslibre
a window frames,the whole free world,in one white gull,tempslibre
between,the Prime Minister's words,birdsong,tempslibre
new year,fireworks,in a misty sky,tempslibre
late summer,graffiti overgrown,with ivy,tempslibre
a drop of ink -,tadpoles wriggle,on the water's surface,tempslibre
spring storm -,the grey dawn briefly,luminous,tempslibre
atop the high wall...,the intertwining of,barbed wire & roses,tempslibre
after brief rain...,petrol rainbows appear,on the tarmac,tempslibre
mist and rain-,from the dark church,we walk into light,tempslibre
uphill country walk...,on the verge wild plants,thriving in a carrier bag,tempslibre
fading light,with its own tiny rainbow,the lake's fountain,tempslibre
recycling point...,one bin's slot is sealed,with a spider's web,tempslibre
after warm rain...,by the river the scent,of garlic & earth,tempslibre
after the storm...,stuck to the window,two leaves side by side,tempslibre
concert in full flow...,mingling with the music,the smell of cooking,tempslibre
washing-up done-,through netted windows,a fading sunset,tempslibre
acid rain,even headstones,expire ,tempslibre
a ladder leans,into the scent of apples ...,orchard fog,tempslibre
brewing storm ...,how the clouds stir,in my coffee ,tempslibre
skin mapping,the familiar constellations,on his back,tempslibre
only the glow,of a paper lantern,new moon,tempslibre
alighting,on the edge of night,barn owl,tempslibre
brussel sprouts,only the bitterness left,on our table,tempslibre
brewing storm ...,how the clouds stir,in my coffee,tempslibre
a touch ,of bluegrass ...,spring ,tempslibre
the noir,of a beetle's carapace,passing rain,tempslibre
bobble and bounce,of the last marshmallow ...,hot cocoa,tempslibre
cutting flowers ...,a honeybee lingers,in the empty space,tempslibre
the first scent ,of pink jasmine,open book,tempslibre
wet wooly mittens,drying by the hearth side,the smell of wet sheep,tempslibre
the rhythmic lift,of her childbearing hips,high tide ,tempslibre
another way out ...,a backdoor slammin',in the wind,tempslibre
Beware of Dog,only the wildest flowers,go in there,tempslibre
the visual feast,of the first plum blossom,hunger moon,tempslibre
left behind,his scent of aftershave,on my cheek,tempslibre
wolf call,in the distance ...,ice moon,tempslibre
the hollow sound,of sacred earth landing,six feet below,tempslibre
winter wind,a cradlesong sung,in an ancient tongue,tempslibre
sun tea darkens—,bees in the hollyhocks,all afternoon,tempslibre
mud-spattered pickup-,four dogs watch,the tavern door,tempslibre
spring fever,my heartbeat quickens,through the avalanche zone,tempslibre
spring morning-,the urge to skip,and the wisdom not to,tempslibre
power outage,hoarfrosted pines,shimmer in moonlight,tempslibre
rumble of thunder-,slicing just-picked peaches,for the pie,tempslibre
spring fever,my pockets full,of old grocery lists,tempslibre
spring rain,I read his letters,one last time,tempslibre
the familiar wail,of a common loon-,your empty chair,tempslibre
Thanksgiving evening,the call of wild ducks,out on the bay,tempslibre
drumming rain,a patchwork of dreams,just before waking,tempslibre
the trail narrows-,every shadow,a possible bear,tempslibre
lingering grief-,calls of southbound geese,through misty rain,tempslibre
lingering light,through the willows,scent of rain,tempslibre
obsidian night,the white sound,of rain,tempslibre
a steady drizzle-,all day the weight,of things unsaid,tempslibre
sleet ticking windows--,the chemo drip,in its last hour,tempslibre
evening shadows,on the walls of the Alamo,graffiti,tempslibre
dusty knickknacks,I try to recall,the scent of burning leaves,tempslibre
midsummer morning--,the boat's gentle tug,at the anchor ,tempslibre
an old woman,with a lost look in her eyes--,chilled wind,tempslibre
woodsmoke and fog,along the river bank,three trails meet,tempslibre
searcher's call,the lost child's name-,streetlamps veiled with rain,tempslibre
journey's end,far off in the blue distance,dark clouds,tempslibre
ice moon-,a berry branch,forced into bloom,tempslibre
avalanche warning-,how very still,this winter night,tempslibre
our dusty truck-,an Amish man walks barefoot,across the village green,tempslibre
that long-ago kiss--,and still Orion strides,the winter sky,tempslibre
bitter cold--,we don't chase the lone crow,from the sparrow's food,tempslibre
deepening snow--,she leaves our atlas open,to her homeland,tempslibre
warmed-over coffee--,the gray gray sound,of winter rain,tempslibre
3:00 a.m.--,through sounds of winter rain,the mail plane landing,tempslibre
no wind tonight,across this reach of prairie,all those stars,tempslibre
sipping fresh cider--,both dippers,among the far stars,tempslibre
cool morning--,at the top of the rise,deer pass in the fog,tempslibre
meditation room--,books of wisdom,lean left . . . and right,tempslibre
turning north--,sand from both oceans,in little jars,tempslibre
nearly 60 --,so many mountains around me,still unclimbed,tempslibre
a B-52,thunders over the bay--,blue heron lifting,tempslibre
Sentinels of spring...,kites bobbing for attention,in saucy March winds,tempslibre
the crowd ,holding blossoms . . . ,thunder!,tempslibre
sifting shadows,with remnants,of rain,tempslibre
stars falling,from the sky . . .,autumn moon,tempslibre
making pancakes,between whispers . . .,morning mist,tempslibre
humid morning . . .,words dangle,from her lips,tempslibre
humid night . . .,the darkness,between your thighs,tempslibre
"upstairs, swathed","in neon, the",scent of jasmine,tempslibre
lanternless night . . .,a whisper passing,through leaves,tempslibre
a slower,moon this evening . . .,the cold!,tempslibre
autumn depths . . .,a mole dreaming,of darkness,tempslibre
the egg seller . . .,her cracked hands,speak of winter,tempslibre
high noon . . .,young girls harvest,rice from a mirror,tempslibre
early spring . . .,young women collecting,peach blossoms,tempslibre
after midnight . . .,a shooting star beneath,the wharf,tempslibre
mid-summer . . .,she shares with me,a ripe melon!,tempslibre
no longer a,"mirror, this lake chasing",geese into darkness,tempslibre
almost summer . . .,eating an especially,ripe mango,tempslibre
gusts of wind,dancing together under,a harvest moon,tempslibre
the fullness,of ripe melons . . .,this summer moon,tempslibre
summer leaves . . .,remembering,mother's dry skin,tempslibre
"a mountain,",the stone buddha . . .,and cold food,tempslibre
daybreak,your kiss on the lip,of a coffee cup,tempslibre
the full moon,and a rice field,planted with stars,tempslibre
day moon . . .,a paper lantern floating,down river,tempslibre
kissing you,under a paper moon . . .,the stars!,tempslibre
cool morning . . .,your smile pasted on,a coffee cup,tempslibre
a monkey listens,to his own breath . . .,autumn rain,tempslibre
watching,my wife's ashes float by. . .,autumn moon,tempslibre
memories of you,in rice field shadows . . .,september moon,tempslibre
incoming tide . . .,your breasts,rise and fall,tempslibre
humid morning . . .,planting rice in a,field of mirrors,tempslibre
your reflection,floating in a tea cup,too hot to drink,tempslibre
harvest moon . . .,a new song in,the rice field,tempslibre
a laborer,sowing dreams,in a field of stars,tempslibre
"come morning,",fish scales and the letter,you didn't send,tempslibre
laborers sink,into the rice field,.. . . autumn dusk,tempslibre
lanternless night . . .,a woman too old,to dream,tempslibre
morning haze . . .,a post office clerk,opening letters,tempslibre
morning twilight,. . . the rice field,in her eyes,tempslibre
sunday morning . . .,her shadow,on a clothesline,tempslibre
harvest moon . . .,a shadow,sorting laundry,tempslibre
passing dreams . . .,the night scented,with laundry soap,tempslibre
a cockroach,in my rice bowl . . .,unaware of dawn,tempslibre
autumn cool . . .,wondering what an ant thinks,about after work,tempslibre
"in the clouds,",a fish i haven't,seen before,tempslibre
"ah, crickets!",the neighbors ceased,playing mahjong,tempslibre
summer rain . . .,the mountain sinks,into a rice field,tempslibre
high noon . . .,fish in the marketplace,gasping for water,tempslibre
the stillness of,a moth that didn't,reach the moon,tempslibre
petals pressed,between pages of a book,i never read,tempslibre
short night . . .,thoughts of you and,a paper thin moon,tempslibre
speaking,to her ashes,between summer moons,tempslibre
day moon---,her skin a half,shade lighter,tempslibre
memories of her,floating in a leftover,cup of tea,tempslibre
summer grass---,my mother's,rice paper skin,tempslibre
moonless night---,remembering,her small breasts,tempslibre
twilight,watching my shadow,float downriver,tempslibre
sipping more than,just tea----,the moon in passing,tempslibre
eyeing,the apple,at buddha's feet,tempslibre
"the farmer,",planting corn under,a pregnant moon,tempslibre
drunk tonight---,an elixir of cherry blossoms,and moonlight,tempslibre
his shadow,passes me by---,the charcoal seller,tempslibre
the potter's fingers,wet with clay---,first rain,tempslibre
saying the rosary,a laborer,planting rice,tempslibre
rainy night---,her phone number,in my wallet,tempslibre
cold night,the clink of bottles,in a grocery cart,tempslibre
contemplating,nightfall---,the stone buddha,tempslibre
the offering,in front of the stone buddha,eaten by cats,tempslibre
"between two rivers,",the echo of,his mallet,tempslibre
sunday afternoon---,a steam train,pushes back the fog,tempslibre
eating rice---,how many stars are,in the sky ?,tempslibre
falling leaves---,a trail of clothing,leads to the bed,tempslibre
"biting his nails,",a little boy watches,the outgoing tide,tempslibre
cold night---,my reflection,sipping coffee,tempslibre
moon viewing---,warming my hands,with a cup of coffee,tempslibre
all hallows eve---,stars paint the,cemetery ground,tempslibre
all saints day---,spent candles,in the cemetery,tempslibre
dark clouds---,a student drawing,with charcoal,tempslibre
egrets,plucking shadows,at dusk,tempslibre
fading this,autumn night---,the heron's legs,tempslibre
sculpting,"clay, the potter",at dawn,tempslibre
master wind,sweeping the temple,zealously,tempslibre
house cleaning---,the forest fire,at dawn,tempslibre
metal birds,fly south to the,forest fire,tempslibre
even my pee,stays inside this,cold winter night,tempslibre
snowfall---,a milk mustache,on my daughter's face,tempslibre
geese honking---,children in the,bathtub playing,tempslibre
"lakeside,",below the egret---,a city of lights,tempslibre
thousands of miles,"away, her first birthday---",fresh mango,tempslibre
swimming across,the moonlit sky---,a gray carp,tempslibre
half moon,darkness drinking from an,alabaster teacup,tempslibre
floating,down river,an egret's shadow,tempslibre
dried wheat grass---,a bleached blond,combing her hair,tempslibre
no stars,in the sky tonight,hungry carp,tempslibre
burning leaves,this foggy evening---,two kinds of smoke,tempslibre
waiting for winter---,eating rice balls,under a full moon,tempslibre
"scooping steamed rice,",the laborer,at sundown,tempslibre
windswept afternoon---,tea scent,on my tongue,tempslibre
"thank you, mango---",for a moment i was,somewhere else,tempslibre
passing cars,replace sheep,this sleepless night,tempslibre
reoccurrence,of cancer ---,no spring this year,tempslibre
have you heard,about the execution,morning moon,tempslibre
one more bloom,on the Christmas cactus ,Thanksgiving Day,tempslibre
along the tracks,"in the dark, to where",the candles are ,tempslibre
returning light,a robin,sings and sings,tempslibre
hospice window,the roar of the spring tide,receding,tempslibre
only the winter,chrysanthemums remain,morning moon ,tempslibre
the red cap,of a green woodpecker. . .,first flakes of snow ,tempslibre
